subscription_id,account_id,subscription_start_date,subscription_end_date,trial_start_date,trial_end_date,revenue
21e5edef-dfbc-4015-9f9b-6ae7c2c0ba95,3ac03c66-5b20-40c1-ac01-8c627f319ddb,,,2019-01-18,2019-01-25,
a4f14299-f383-4668-b2d9-7bf568af1b77,eeda9580-8e05-47ea-acc8-acdceb2d7ae7,2019-01-25,2020-01-25,2019-01-18,2019-01-25,1198.69
4143ef0b-9323-4a21-9606-964515e6366d,215cf4f7-6b8a-4a65-87f2-8d5a8a00a255,2019-01-18,2020-01-18,,,839.17
f9c25f7d-c284-4a34-a261-ec8f6f5c687f,808cd76c-0932-48bd-abd1-9ad9d9850040,,,2019-01-19,2019-01-26,
0460152c-6fbd-4b4c-a873-49a7c9312256,2ee82687-d1a1-45cb-b73b-ce1925bfcb48,2019-01-26,2020-01-26,2019-01-19,2019-01-26,1033.5
f9ccb4aa-2ba0-4902-b909-b5e7c7500171,074384c3-1f43-4c89-908d-a82ae2b2c6e7,,,2019-01-20,2019-01-27,
b481b7cd-4530-4dc8-a6c8-74e262b38c86,2125774a-2b0a-4f3e-9205-2da17c7c6511,2019-01-20,2020-01-20,,,751.25
246a0b00-761e-4fd9-ae35-fa75b38915e0,4bd065bb-7cbd-4553-bf16-1eaf1ebf5696,,,2019-01-20,2019-01-27,
178f9c9e-fe8f-4080-b403-e8d102ae62f0,6d358e74-dd39-493e-942d-ce43661eee17,2019-01-20,2020-01-20,,,624.1
9ff1ff7a-2548-448c-8e60-9ba5c2067e6a,6fa44315-3c69-41a7-b83b-ebfd2f0b9185,2019-01-20,2020-01-20,,,831.77
b14d9649-78ae-44ea-b30c-8e187835db4a,c4b55f18-8479-444d-9a11-a40f543ac9c5,2019-01-21,2020-01-21,,,582.88
145c9783-d7e3-4ebb-b49c-dcc455989289,dcc30dc5-1977-4787-81fc-21da8d2003f3,,,2019-01-21,2019-01-28,
40d626a6-9c28-464f-91fc-281811c8b368,10725672-30be-4932-9bfe-e8953d996e3c,2019-01-22,2020-01-22,,,1038.32
6bbcff94-b605-44c6-baab-5fb972927a07,05e396e1-4794-4f4d-8ba2-f35b5c1e53e0,,,2019-01-22,2019-01-29,
dbe497d7-ceae-40b2-8fba-7039edb0e3e5,2ea954fa-e0ad-4346-91aa-c62d4726f1a7,2019-01-22,2020-01-22,,,822.33
593730a7-e819-49cb-87db-1d1e1c7b9ee8,ce933d7c-b36d-46e1-b832-67fceba102b0,2019-01-30,2020-01-30,2019-01-23,2019-01-30,981.44
3d5b1aae-8be8-497e-9a75-636bbaae65da,ce43152e-13b4-49a8-805c-a8479af9a32f,2019-01-23,2020-01-23,,,799.11
4628c5c4-df32-419c-8ee9-8c37c0ffc7a7,169d3f50-8391-4a43-be71-04c95d41fdee,,,2019-01-23,2019-01-30,
9e3d3380-cc8d-4091-91c3-a896fa933ee1,15e41c2a-18fb-4b5a-9957-5c4254e82704,2019-01-30,2020-01-30,2019-01-23,2019-01-30,712.18
6c36149d-5b56-4deb-b777-1279fbb894f7,a82084e3-bd21-46b1-8c2f-c307e7f0dbb9,2019-01-23,2020-01-23,,,1269.42
14a2a069-4e4d-400a-a69c-0aed59e9d079,f0210227-2691-4e5b-a670-0fd98458c894,2019-01-31,2020-01-31,2019-01-24,2019-01-31,920.33
782e0098-400e-40d6-9bd9-04091923b653,dfa332fb-aa16-437a-ab82-026f2b2eb382,2019-01-31,2020-01-31,2019-01-24,2019-01-31,757.13
be439563-3192-4b8e-8a05-2d11bb3d4cdc,63dc3d53-4c7c-45b8-a1c9-0ab2fbfe408a,,,2019-01-25,2019-02-01,
7d832132-b7d2-42a1-9aa6-c4f7a50e18bf,050573c4-7323-42e0-93aa-c434c263f7c6,,,2019-01-25,2019-02-01,
126f19ec-a1f6-4f77-b7e0-277cd318804f,fd4db5c4-55b8-4aef-a392-32bb9680ec9b,,,2019-01-25,2019-02-01,
c11608a3-dd73-4793-8062-6a4a6ee6cbf7,2574838d-a0bc-48ee-9d28-7ea63c4a0fb5,,,2019-01-25,2019-02-01,
f322406e-84e0-4bf6-8afa-2c77c0c571de,bef15040-5bf7-4727-b899-54c772f728b8,2019-01-26,2020-01-26,,,915.57
acaef52a-4d6a-40d3-bde2-78d1ee07b92d,7c38cc4a-e83e-4486-aa79-85dc77f70a28,,,2019-01-26,2019-02-02,
35f51130-fdab-4dc9-a4e6-09000825d4bf,26fd9283-bb62-476a-a595-91365950e8bb,,,2019-01-26,2019-02-02,
3bf20c2a-5fb6-4558-a060-62924fcddadb,79a61ab3-0c42-46b2-8469-747f65f85961,2019-02-02,2020-02-02,2019-01-26,2019-02-02,900.5
e08ce6ed-9490-41b8-a7d1-34a1baafe161,3737d03b-a146-4912-8271-12d56c456490,,,2019-01-28,2019-02-04,
fa8ba0a3-3dca-4a61-9067-95cf580d9922,4fd06442-4b59-41ce-9d9b-760306443769,2019-01-28,2020-01-28,,,565.21
ebf4e247-032f-4baa-91fd-bc12d97ed734,0d2ca081-8af4-4eaa-a5cc-d363665be4c8,,,2019-01-28,2019-02-04,
8976b116-d904-4163-8b7e-4884bd707063,11ff6372-b8ca-45ae-9a39-28e55b846b82,2019-02-05,2020-02-05,2019-01-29,2019-02-05,1340.08
ca72ad59-dd88-48a6-a4cb-317bb8983e91,76227e81-7813-44d0-aee7-685d293dada0,,,2019-01-29,2019-02-05,
8ba7867a-bd07-4f69-88a1-dbc33e9d3b50,a6caf40c-e88d-4a55-ae7f-411ae610b5fb,2019-01-30,2020-01-30,,,938.4
4a87aeac-8319-440e-be95-3da9f9091258,20953d7e-f00b-42fb-a02f-514de409757e,2019-02-06,2020-02-06,2019-01-30,2019-02-06,1037.58
dc748462-3423-436f-a190-3d7c7b437aec,74a7c160-9a8f-48ee-bedd-d2454c8d5db5,2019-01-30,2020-01-30,,,880.41
880f91a6-3f79-4f6b-ba9d-11b4c12f4b34,340b97da-add3-426d-ad97-1e9b1b5e23bf,2019-01-30,2020-01-30,,,967.03
d1c54f34-ca4f-4ef5-a815-c9357c1356ce,ec711f27-0d77-4e45-8351-d32958b648fd,,,2019-01-30,2019-02-06,
6f9e08e6-906a-4ed9-b273-d38d44f1319a,b39bbf39-14c2-48a6-aa21-4a93f07fb202,,,2019-01-30,2019-02-06,
ef16f28e-83a8-4b87-b708-ccfb08d7de3f,7386855c-a6b5-4063-ac53-4651acf3c54e,2019-01-30,2020-01-30,,,992.76
12d00ac0-4995-410d-8534-6fd44cc48712,38f36752-cc33-4383-84e4-f38c998eda0e,,,2019-01-31,2019-02-07,
f507b04a-dc2d-493e-8856-d420b1730a34,8abcbe7b-663e-407b-92ad-eb30a5f6872e,,,2019-01-31,2019-02-07,
3fa01280-c72d-414a-bb93-a76596d675e5,993e9e96-e78a-417d-99e1-2b08797330d6,,,2019-01-31,2019-02-07,
a8ed7649-8f9b-4d89-afc6-267e3855ca56,e8e7cff4-0e97-4a61-80cd-397a5c95cbc1,2019-01-31,2020-01-31,,,1058.03
6dedb35c-7c55-4d38-ad36-14bb37198166,6b117b9a-9f1e-4db0-a81c-f78c5c30864d,2019-01-31,2020-01-31,,,1284.16
c08b4a34-2b34-4a84-a4e8-732023e93a4e,d2a8c2f0-9c17-4f5e-a99b-765b9eeadcee,2019-02-01,2020-02-01,,,856.42
6b34c5ae-dfd0-497b-b188-88d20832f87b,b76b3a9c-5c70-4201-bf03-5bfd930f9ee6,2019-02-08,2020-02-08,2019-02-01,2019-02-08,1091.2
10773a38-7a94-438e-8920-2a35ef24a950,3287632c-512c-421c-93df-cdc1d6cce370,,,2019-02-01,2019-02-08,
9a5cbf16-1b04-42de-865c-2262d7400caa,966c3e2e-dd7e-4835-bbec-e055b026139b,2019-02-08,2020-02-08,2019-02-01,2019-02-08,903.59
ccb47c8f-38a9-4320-9584-8a4380687a1b,89333cc4-9d42-444c-94ba-e3f217eb5c77,,,2019-02-02,2019-02-09,
711c8588-950a-490a-8779-e61f21d68807,eee69630-9c01-4cf4-ae6c-d515279fa4eb,2019-02-02,2020-02-02,,,963.85
1318e4ce-d8c9-4be8-932d-cf9b84442074,858eaab6-af9e-4aea-a9fe-9e1696239966,2019-02-05,2020-02-05,,,1662.97
ed766a5e-5d7a-419c-a2e4-3819d2d317c7,70fdef05-3d84-4376-90c9-2b49c224bc63,,,2019-02-05,2019-02-12,
d8b4fbba-e1b6-40bf-b005-c20d56563af0,57c0e749-eb9c-4d62-a401-9fefbb819420,2019-02-12,2020-02-12,2019-02-05,2019-02-12,941.35
68d1c9b1-0346-448e-9240-35a4562a196b,21c14750-a919-4f4f-a60f-814a17e51cca,,,2019-02-05,2019-02-12,
75f42993-083a-4233-971f-6cb97d644acb,6f398e9a-9978-4369-abca-3dfffc809ff5,2019-02-06,2020-02-06,,,853.33
e089bbee-d7f0-4b2e-8c61-a3f2d627b5a6,916f87d9-4550-4536-90d1-5054382e0802,,,2019-02-06,2019-02-13,
6499f1e0-d9e3-4c9d-beb7-2e3be6ded28c,27cb0cad-cf7d-4745-860f-6afadf15e4cb,,,2019-02-06,2019-02-13,
88fe34d6-14aa-486f-8c06-1256a22d1d8c,79e8f6de-4813-462e-b461-14bdb1892515,2019-02-13,2020-02-13,2019-02-06,2019-02-13,746.44
de8407d1-b903-4d16-a125-849f600cea5d,6cdc2c17-8e88-4459-9487-278c55c13039,,,2019-02-06,2019-02-13,
cf1e78c0-f69e-4cf9-9d5e-06e7521ffd71,8c67b06a-21d4-46e1-9c60-ffd3cbad0520,2019-02-14,2020-02-14,2019-02-07,2019-02-14,871.59
f08b88b6-f6c1-4ba4-91ad-5d8647aca823,f2b03b47-69a5-45ce-9479-6b2a026cafac,2019-02-07,2020-02-07,,,1179.35
8c4630a2-c798-4606-81b4-0e5b8882a7dc,24ad7ad2-4c9e-4620-affd-33b603be86a6,2019-02-14,2020-02-14,2019-02-07,2019-02-14,1122.03
c8bb401a-6369-459a-82b6-0bd2caef6c0e,5b99a616-94ea-485e-9a7b-9f0634e21c5d,2019-02-14,2020-02-14,2019-02-07,2019-02-14,942.56
b0274533-e3e1-4a02-8aab-c44c591b8109,c6a08ed5-160e-4e10-9439-488d1d08ec37,2019-02-14,2020-02-14,2019-02-07,2019-02-14,581.93
d3e4bd38-a5f4-4e59-86c0-041f8b93862a,2eb01b4f-9c6f-48a0-b1fc-5d7abb94a4a2,2019-02-07,2020-02-07,,,670.64
d129ec91-829e-4f34-990d-dcb383ed3965,6197392a-bd10-4360-a1fb-06a936150c5f,,,2019-02-07,2019-02-14,
de9561ca-dac2-4782-b1b6-ac7f51c29b5b,71c7683a-c76f-4e83-9574-d608b5efc933,,,2019-02-07,2019-02-14,
a8cb6e41-b166-452f-a96d-ca73e29124ae,04d78541-4f9e-4a9c-a6f9-c9e47b824dc8,2019-02-15,2020-02-15,2019-02-08,2019-02-15,732.98
688178b1-f532-4ab5-b2a1-e8d305dba118,596656ca-4dce-41d2-a566-f41642810970,2019-02-08,2020-02-08,,,746.63
b11cbf36-e8c2-4b96-af6e-90161f94791e,132311f8-18db-4de5-b457-3ed2c4548c42,2019-02-15,2020-02-15,2019-02-08,2019-02-15,1101.16
8e477673-8a80-48e7-aebc-b4bf237b648f,9e434a4f-c9c0-4387-9107-32b6db2bdd7f,2019-02-15,2020-02-15,2019-02-08,2019-02-15,672.16
d78ce938-cefa-4ef2-a674-fb0628fabf86,32c38df2-1301-4b0b-923f-a6d898cabec5,,,2019-02-09,2019-02-16,
d09e22eb-3dd4-4c74-839c-f251c2198343,26bd48bc-6d4e-422b-9935-e47d7f116ffe,2019-02-16,2020-02-16,2019-02-09,2019-02-16,811.35
6dccd4b1-a709-485e-aa85-b50680eeb8ba,bde3f958-58a5-4252-a1dd-b6a4f57a7811,2019-02-10,2020-02-10,,,488.83
59685582-b1e3-4998-bb44-289667755b8c,ff35c45d-2416-4440-97af-3f6bfb68dff8,2019-02-10,2020-02-10,,,951.63
d4a81926-b377-4ee4-9be1-0615e837979b,f85f7714-40f1-4aed-bc00-139523bb3be8,,,2019-02-11,2019-02-18,
43ad2b07-3d1d-4a2e-9133-f579c0b9e6db,2f09903e-20e0-474e-b104-3a482b7af8bf,,,2019-02-11,2019-02-18,
ddc52bf0-32c0-4b0f-add8-8b509aeab375,06bcbcd2-8885-4d71-b871-c8a264b8f631,2019-02-18,2020-02-18,2019-02-11,2019-02-18,591.4
48669e5e-1485-459b-ac85-f04965b741e9,9697659a-032f-4e05-9c7b-00793e06abd4,,,2019-02-11,2019-02-18,
49e91342-75bc-4c19-899e-5af02fa7ec9d,69a0d133-a0ae-4855-92d8-525478084c19,,,2019-02-12,2019-02-19,
5ac918b8-8e13-4d10-9200-66d79ad87ada,3b55172f-89c3-4b8a-97d3-569a2e54f549,2019-02-12,2020-02-12,,,585.19
d9d1a792-84c0-44c7-ac61-892f5d63a96a,96b6bcd9-c589-45c4-868c-164a87a33c40,2019-02-20,2020-02-20,2019-02-13,2019-02-20,742.71
78904547-89fb-4b6a-b454-a80262ffa7b3,bbb771b4-f6ee-41f0-8ebd-89393d161669,,,2019-02-13,2019-02-20,
34977b93-ca9e-498a-bdab-3734072206d8,5bbc16d8-3c56-4070-b4fa-961c15664e03,,,2019-02-14,2019-02-21,
01e28b6c-c320-4926-9eef-785dc1f74661,9bff13b3-5329-4e98-ad92-21736c137432,2019-02-14,2020-02-14,,,1425.26
3f04a987-5776-4558-a4ec-b7953fb46d33,ec2a2a04-c5e7-4504-a85a-d27d72e76bac,2019-02-22,2020-02-22,2019-02-15,2019-02-22,866.9
ce51bd03-d6e5-42ab-ad0a-1241b7dbb02a,201e5a05-af18-4c07-912f-5b3cbe75761a,2019-02-15,2020-02-15,,,878.57
98f74300-470c-40c9-8cd2-cdc414e46a17,b24d72e1-7eb1-4d09-aa50-00a64dcc036e,2019-02-23,2020-02-23,2019-02-16,2019-02-23,1121.71
412fc764-0d75-442c-ac91-56d4b89e597c,5a933807-fb04-439e-97ad-9ad1d44a8ab8,,,2019-02-16,2019-02-23,
3f5f1e80-7fc5-4e29-b8d9-a3cb0b6ac2ca,a79f74ea-6aa9-48a6-b710-17a124f73918,,,2019-02-16,2019-02-23,
ff8f00ac-b94d-48ec-92f8-676d9ee231ac,c06605e4-564b-410a-8205-072d1997f330,,,2019-02-17,2019-02-24,
6f484403-15bb-4f31-8043-d1f0b4a0c84c,eb3ed96b-4121-4ddd-adec-3c80a1c92795,2019-02-25,2020-02-25,2019-02-18,2019-02-25,923.47
f0134f3f-e8cd-4cbc-b902-4aa1c6f4784b,f96a0b49-60bc-4649-98e4-34244fddb6aa,2019-02-25,2020-02-25,2019-02-18,2019-02-25,857.39
f644674b-1bea-4cc9-9bc0-b45a254ee282,07d6ec9c-8d0c-4f3a-bd04-8f0a7cb9508a,2019-02-26,2020-02-26,2019-02-19,2019-02-26,634.04
ce48de54-a1d8-4f35-9e0b-3fde4e967d51,505b5631-11df-40be-ac0a-5ba0e7772926,2019-02-26,2020-02-26,2019-02-19,2019-02-26,625.89
f2642028-86fa-429c-ad95-3a79164a794d,c717a041-2120-4b32-bda8-f4051bc4f1df,2019-02-27,2020-02-27,2019-02-20,2019-02-27,559.81
d52ad6c5-b452-4ac2-a664-cb21c3fd6952,4118daa7-441c-4831-819c-c3af36337efb,2019-02-27,2020-02-27,2019-02-20,2019-02-27,993.06
562056d5-a712-4397-b25f-3275d701ff0d,f2498399-9895-4a8a-81af-c863c23ec83c,2019-02-27,2020-02-27,2019-02-20,2019-02-27,1345.16
ded7a239-4566-4c0e-9667-7c0a01bbdca9,344e6495-dbdf-4a11-851d-456c63a1c32a,2019-02-20,2020-02-20,,,996.66
6fdf3fba-6597-4ed6-96ac-4f58176f7a5f,f13b8486-2190-4802-ab2e-5fb308b08027,2019-02-27,2020-02-27,2019-02-20,2019-02-27,403.93
5c21144c-a18f-4643-881b-88f2d064fc2f,6ff653fd-0142-4c73-82b9-556199d9456f,2019-02-27,2020-02-27,2019-02-20,2019-02-27,622.17
8722c6b5-cfa5-4ec4-9372-d5ba443682e5,ad9f2651-a961-428f-913c-c39c9a79599d,,,2019-02-21,2019-02-28,
24d8951c-3f79-42d7-95fa-d29dd16097f0,083d551a-1f3a-4e0a-8047-47ca779eb28f,,,2019-02-21,2019-02-28,
01996a41-8caa-43f7-9ff4-3ce33a68add2,e373c4ab-faf6-4f42-b807-fefa9766a0c4,2019-02-21,2020-02-21,,,977.0
99742d0f-388f-4f10-bd72-de10fbc0f3a4,cb4ec51a-7f83-492e-9295-aa7889983924,,,2019-02-22,2019-03-01,
af9318e0-71f0-4043-9bf2-2c95d5191495,363c6c16-a3d2-49ce-9428-0b80685edfaa,2019-02-22,2020-02-22,,,997.97
06e71097-bc91-4e95-91c4-2f03f0f5631a,8b1c1c16-2b1b-48d1-953b-4b9586c0c86c,,,2019-02-22,2019-03-01,
5db1d550-19ee-4127-aa52-705bcf4a761a,56180b2a-5c91-4cb5-ac61-c2ff728ecfd9,,,2019-02-23,2019-03-02,
f230a7ac-f99c-4e0c-a382-2134c28848eb,9add2dde-baf0-4842-a7a9-54e767b55d4e,,,2019-02-23,2019-03-02,
323b0e6f-7dd9-4633-a392-128874667ecb,04190b0d-2e1c-44cf-a299-4450226988fd,2019-03-02,2020-03-02,2019-02-23,2019-03-02,900.45
d50ae82b-1e9c-4f23-8544-e1cf474d9cf0,6b3e2687-5049-4796-a19a-b09fe7dbfcde,,,2019-02-24,2019-03-03,
c1c060ff-8761-4fa7-87bd-1622266ebf13,c65fa918-a3d5-419a-80bd-bcf7ddb8c39f,,,2019-02-24,2019-03-03,
e9fa29f5-c9df-4356-b99a-5a6eedd8ed98,0964a7e5-56ea-4933-9eb7-4dc21912d519,,,2019-02-24,2019-03-03,
55485eb2-dd34-4983-804d-23112fd455c9,878cdd56-92ff-4630-97ea-cfd9a99aad18,2019-02-25,2020-02-25,,,795.11
a2444bc2-dd3b-44c7-a222-4b6c0c52886b,e97a8794-84c1-4e65-b71c-4e10878d7526,2019-02-25,2020-02-25,,,996.03
ff64b304-9636-4888-b33a-6dc70699934e,92d5b434-070c-4c92-9f35-2d788d0a04aa,2019-02-27,2020-02-27,,,852.22
45444618-fb24-46eb-9d62-d8cb3d5a6920,e853daa2-c82f-4522-b5e5-c52db6a2295c,,,2019-02-27,2019-03-06,
0d7a48a6-c847-4d18-9439-81359a1bf28f,8745890e-3dce-46d5-94a0-77688111beb5,2019-03-07,2020-03-07,2019-02-28,2019-03-07,1063.92
c5fe568b-41bf-49c6-98c0-ff1b7472fa70,138ee451-eea3-45fd-b9c3-c1e6f88ed879,2019-02-28,2020-02-28,,,795.9
3c796920-1773-4ac7-a456-3184121edfa8,c41e6613-80b5-4d78-9fbe-0050e149d14f,2019-03-01,2020-03-01,,,766.12
6de455ec-228a-4dd3-be7d-1b2d8dbd0e1b,ef05a23b-1e81-4ded-a081-81862663cfe1,,,2019-03-01,2019-03-08,
96decda8-5193-41b5-91cb-3164e09c1064,14d6fbbe-3192-4df5-b259-7d36dfcc80d5,,,2019-03-01,2019-03-08,
f843340d-19be-4379-9205-794924e9dfab,5cfcc1bd-69e2-45b9-b63f-56d3840dd336,2019-03-02,2020-03-02,,,1079.26
213de093-48e7-4efb-b86e-2bb1c483b07e,f4450e8a-614d-439b-8e75-41d44bed6678,,,2019-03-02,2019-03-09,
22df589b-51ac-4239-9cea-bb5b68fe5486,cef07864-c2e8-4fe1-8b8d-c0484cf77890,2019-03-09,2020-03-09,2019-03-02,2019-03-09,819.68
a33aa2c6-7a37-4468-9ab3-61219d2fb1be,f05b65b7-4c43-40b1-8e25-f44923bb21bd,2019-03-09,2020-03-09,2019-03-02,2019-03-09,636.16
8cb2a20c-fff1-43a4-8731-a48f8bc402b8,1c2e3ff4-e4ca-48cb-9b03-a40a8267a97e,2019-03-04,2020-03-04,,,950.48
f6a1fdf5-0f8c-4183-a448-69526c276d48,5b6220f3-5d90-442c-bd25-653aeefc6888,2019-03-11,2020-03-11,2019-03-04,2019-03-11,480.21
7874b657-205e-45bb-bc8f-5e7e5318271d,f9c13bb3-411c-48d4-b8ae-8918abf6ccfc,2019-03-05,2020-03-05,,,986.12
55603245-7a2c-46e2-94ab-ba9e3b2a118d,13492b1a-517f-4953-aff5-1fb7f73db99b,2019-03-05,2020-03-05,,,1140.55
3aa2e81a-8cf6-4f45-8a14-495839971fd7,6e059362-cc07-4a4f-bac2-9cf7e4d80765,2019-03-05,2020-03-05,,,841.75
d36238cd-e710-4bdf-bb40-0e351ba432e5,83e6d5f9-5fa3-44f3-8fdc-1ee61982c8b0,2019-03-05,2020-03-05,,,1199.2
8473ef26-8bb8-4b4f-ad80-055be4d8b834,410c54c2-5473-49e9-b968-b5b789aeb0f7,2019-03-06,2020-03-06,,,701.86
d1b045ae-c839-4050-a53b-f552f1327bdf,3dd4d8d4-ac27-4ca6-a454-bfad695b17f5,2019-03-06,2020-03-06,,,961.09
fb31a7da-adde-4bca-a6e6-40babe615709,ff8fcdfd-caf3-4232-a587-ec76304631a7,2019-03-13,2020-03-13,2019-03-06,2019-03-13,992.19
